subjects,day,repetition,segment,repeated,RMSE,FF,FB,pupil_size,segmentLength,PSD,sampEnt
1,1,1,1,0,1.54577786144034,1.37906296186628,-0.540681648896427,NA,428,0.148843300854071,-0.555168425008696
1,1,1,2,1,-0.17822987436747,-1.19846530913944,2.0817742992464,NA,438,-0.327988617693053,-0.310012290044815
1,1,1,3,0,-0.252555655633823,1.12070078433164,1.58662566700449,NA,439,0.612366811706454,0.214254505304495
1,1,1,4,1,-0.881384986741288,-0.106511445500781,2.08941530827653,NA,439,-0.381903360364131,-0.243285915685675
1,1,1,5,0,-0.399691093070547,1.25408090325051,1.77455221466791,NA,405,0.40452732056641,-1.37120592993378
1,1,2,1,0,0.735150394274899,-0.389024151647698,-0.786229756941067,NA,428,0.148120883723229,0.145192234967245
1,1,2,2,1,-0.744161520709174,-1.20182334143553,1.52880324981262,NA,438,-0.360477229602407,-0.361946887380037
1,1,2,3,0,0.37318950281308,0.606409868569959,1.43439431325062,NA,439,-0.759906759979631,0.15096663614992
1,1,2,4,1,-0.726226893465685,-1.08793645488712,1.80345760640894,NA,439,-0.704318854464565,-0.381651206611988
1,1,2,5,0,2.11221978561481,-0.00368372433457,0.806087032554084,NA,405,0.813477233753267,1.89159228467063
1,1,3,1,0,-1.22454237822118,-0.840170814760951,-0.553758106024489,NA,364,-0.29057645863827,-0.989183994893816
1,1,3,2,1,-0.838543511997355,-0.998353258073127,2.10588985503376,NA,438,-0.215074451665491,-0.528412700650235
1,1,3,3,0,-1.30570455366721,1.59643769216855,0.692513058829374,NA,439,-0.845357430329119,-2.09218612740589
1,1,3,4,1,-0.932532385410328,-0.556045875748455,1.01162233829236,NA,439,-0.285405963788098,-0.448391326375866
1,1,3,5,0,0.433567264404826,1.79231408899698,1.15717802549308,NA,469,-0.403551191740761,0.283798199005792
1,1,4,1,0,NA,1.41518791534107,0.468703786758272,NA,428,0.498295888538527,2.82306834960497
1,1,4,2,1,-0.498071539683098,-1.2558430613858,1.468446862699,NA,438,0.153691004972325,-0.222946847320039
1,1,4,3,0,-0.090981389630339,0.100491086253741,0.484479336737873,NA,439,0.817082291716765,-0.013650261316989
1,1,4,4,1,-0.784773856448231,-1.0019693408726,0.984620066074745,NA,439,-0.389737147599505,-0.23989062443401
1,1,4,5,0,-1.03237271006761,-0.596322434362569,0.327407244136841,NA,405,-0.752188676904001,-1.76195959876647
1,1,5,1,0,0.405558182447674,0.733340549933696,1.83140392287554,NA,428,-0.43414824120583,-0.286817922863883
1,1,5,2,1,-0.603727358019437,-0.99084821122401,0.773344792720924,NA,438,0.233621431078849,-0.373424707960247
1,1,5,3,0,-0.332698105007544,-0.195255716425057,-0.088085333923993,NA,402,-0.109240299861946,-0.426171347156182
1,1,5,4,1,-1.00607115934975,-0.358833721528728,1.96320591181506,NA,439,-0.311460723631406,-0.304140256027482
1,1,5,5,0,-0.705364056203355,1.67063958626879,2.37873696637908,NA,442,0.520519278959209,1.15771820328974
1,1,6,1,0,1.20092631823397,1.04400502392149,0.256050950439552,NA,428,-0.26321496148151,-0.469779806554789
1,1,6,2,1,-0.640930899668218,-1.15899686554059,2.30707777898546,NA,438,-0.463540910941292,-0.352388977544732
1,1,6,3,0,1.50542112572207,0.316387209323113,0.807402670319573,NA,439,0.485094296883375,1.17822697331883
1,1,6,4,1,-0.588267324963966,-1.16993259363391,1.16445155865654,NA,439,0.437599363550029,-0.360347090241402
1,1,6,5,0,-0.561656156862313,1.17749531563989,-0.831053387343956,NA,405,-0.863233109274703,-1.28277796134014
1,1,7,1,0,-0.605884720166769,1.63747568143285,0.066925540606957,NA,428,-1.09275830001103,-1.47298662032457
1,1,7,2,1,-0.867002013171574,-0.72765613263293,1.7296072375179,NA,438,-0.173205555488085,-0.469698539010864
1,1,7,3,0,-0.466549714858503,2.85297432674344,1.15851307795785,NA,391,0.72819390928876,1.4950935722444
1,1,7,4,1,-0.693103970252259,-0.906358336495107,1.52474711030535,NA,439,-0.319578527333415,-0.367689049105357
1,1,7,5,0,2.33405577780797,NA,0.185370988727319,NA,453,0.081341439290152,-0.443681762716923
1,1,8,1,0,2.30058324752916,1.28586186345196,1.5771102731484,NA,428,-0.095957062131715,0.642541243027999
1,1,8,2,1,-0.093306407747667,-1.59398669862458,2.53104473233673,NA,438,-0.504700909953874,-0.217770566321625
1,1,8,3,0,1.80015299813485,1.3879726683448,0.656933630028168,NA,439,-0.481995811717487,0.368523952922049
1,1,8,4,1,-0.637812887547953,-0.809636524064662,2.85864798654203,NA,439,-0.091898725744137,-0.151836840134262
1,1,8,5,0,-0.574685244641879,-0.080088719123959,1.28627685581054,NA,405,-0.371233146517902,1.00090307018976
1,1,9,1,0,1.15093002590544,0.221034678548755,2.14523547561673,NA,420,0.723233013540701,0.442953519225117
1,1,9,2,1,-0.71959875676277,-0.45241828473311,0.976766605818594,NA,438,-0.19390391498684,-0.424358239028037
1,1,9,3,0,0.184713372277497,-0.588487955277633,-0.124799429383328,NA,387,0.380589000251027,-1.01602526170034
1,1,9,4,1,-0.726059370151104,-0.917654103850504,1.07827851859613,NA,439,-0.387845020334944,-0.430078374177484
1,1,9,5,0,1.93468327919649,2.79443834156265,1.09838723491845,NA,465,-1.06028014659347,0.202162089801776
1,1,10,1,0,0.684416545591448,0.757242287828466,0.147169675993845,NA,428,-0.374692798030061,-0.444306142951104
1,1,10,2,1,-0.828766805224376,-1.12549027731816,2.33573821217163,NA,438,-0.745750307308685,-0.389954056586707
1,1,10,3,0,-0.491720838930398,-0.849337278422226,0.548445099571208,NA,439,-0.339411577975632,-0.481568417738155
1,1,10,4,1,-1.21596240703251,-0.432081961023934,1.17430173255743,NA,439,-0.536006653700276,-0.42480723807308
1,1,10,5,0,1.11641299195491,1.58530899494482,1.70896202463016,NA,405,0.133678141247208,0.446970611758773
1,1,11,1,0,-2.04056366526619,-0.967523321641081,-1.35086984649443,NA,400,0.127790671697343,-0.3856371102107
1,1,11,2,1,0.909490284235307,-1.23409841623277,0.365456656034351,NA,438,0.889017652477727,1.94339496722846
1,1,11,3,0,2.25150161758228,NA,0.183705044776303,NA,439,2.07499488340473,1.08179952566729
1,1,11,4,1,1.37652474469398,-0.715620888816434,1.87641056036706,NA,439,1.12743365274109,2.19516794813724
1,1,11,5,0,NA,0.888119803926056,0.993733705922654,NA,433,1.12582288689839,2.19340164676365
1,1,12,1,0,0.81587920386374,0.897466051236091,-0.55684575240386,NA,382,0.4362095685503,0.060045043923117
1,1,12,2,1,-0.194979264897801,-1.22067863268919,2.39345442187349,NA,438,-0.371464062109789,-0.217485244269893
1,1,12,3,0,0.365486869502362,0.2009343698453,1.68934082934447,NA,343,1.47882434137917,1.93950182486279
1,1,12,4,1,-1.23931112745619,-0.703655654290443,0.828085199792556,NA,439,0.091059084318444,-0.414045458560641
1,1,12,5,0,-1.51709804141746,0.32236309285484,0.991511567414755,NA,547,-0.894462129003557,-1.66765660544322
1,1,13,1,0,-1.07027453588586,-0.192279270952418,1.13193600004916,NA,371,-0.403187820220918,0.726418617348316
1,1,13,2,1,0.714699372094302,-0.667067767619917,0.856955298306019,NA,438,1.03085997495866,1.93597780703558
1,1,13,3,0,2.14833531595771,-0.407906798934473,-0.623802588633727,NA,424,1.49985946321791,2.66452283783101
1,1,13,4,1,0.879151835308869,-0.550048483669932,0.890166458658628,NA,439,1.14060818707834,1.86739243821773
1,1,13,5,0,1.58690217116737,0.781817350269316,-0.95532889435748,NA,477,0.30052659587963,0.525234592897193
